stars_period
5
3
4
0
5
7
8
2
1
10
0
3
4
17
1
0
0
56
87
10
21
16
45
60
12
43
53
20
18
16
16
16
36
6
17
1
82
6
8
251
128
235
1452
272
28
365
66
322
69
410
35
45
447
62
108
84
170
3
29
161
45
87
3
9
3
1
3
8
0
4
21
1
3
6
1
10
1
0
3
10
5
0
5
7
1
0
16
22
31
14
62
31
16
55
17
40
24
8
32
8
118
12
14
8
15
23
19
6
287
114
41
42
117
19
55
89
743
151
74
95
28
12
80
76
76
32
110
45
3
4
2
8
1
3
7
14
6
2
8
12
16
29
3
3
1
9
0
2
1
1
7
124
70
35
65
120
225
211
299
14
77
31
115
35
58
17
51
21
10
611
499
723
1645
284
466
964
17239
105
37
164
58
1332
335
220
133
380
597
120
163
12
23
1
1
0
1
1
4
0
3
3
29
2
0
3
17
6
2
1
93
141
14
434
20
31
165
13
109
28
220
10
12
14
3
65
13
59
26
138
124
1198
1131
334
106
1883
133
648
148
481
673
99
756
127
62
67
612
187
105
291
131
130
66
40
1542
56
7
1
2
0
4
0
0
0
2
10
1
1
0
0
1
1
3
0
0
0
2
56
17
49
22
14
1
8
2
2
9
1
4
3
8
1
6
21
0
3
2
300
20
61
174
69
3
30
49
37
25
24
42
12
14
0
2
16
10
12
11
24
1
2
1
0
1
0
0
0
1
0
2
0
0
1
1
1
1
0
2
0
1
2
4
2
5
2
2
1
0
5
2
1
9
2
2
30
12
26
8
30
29
4
26
8
4
6
6
8
9
12
30
15
67
1
8
4
326
1
39
4
39
29
7
3
2
2
6
0
23
5
2
73
30
94
117
24
83
152
21
54
205
40
47
22
123
10
64
41
18
1454
187
595
449
1142
628
169
233
51
1031
424
748
198
74
1797
134
160
251
286
277
1
3
23
12
2
2
39
16
2
0
4
3
9
1
5
8
1
1
5
2
173
12
31
12
25
52
38
7
12
184
18
16
32
28
2340
140
1313
380
257
204
202
97
104
56
178
282
44
1244
478
136
89
82
135
1357
40
3
3
5
0
18
3
1
14
1
4
2
1
1
3
0
17
19
40
27
58
19
105
1
4
8
13
14
3
88
181
78
115
58
265
56
72
180
140
47
7
52
62
471
44
6
19
14
9
5
3
5
3
8
5
2
7
7
6
4
7
18
0
26
7
133
54
65
51
34
103
32
3
39
36
59
28
25
27
42
12
831
793
228
205
348
282
384
776
335
1015
798
155
447
46
58
108
319
136
50
64
3
4
1
13
6
28
13
4
1
32
12
38
17
37
20
494
112
421
71
225
138
88
20
46
91
92
151
18
65
15
14
28
2197
1089
356
843
910
1390
262
500
285
86
419
45
301
59
203
214
311
131
18
3
10
9
5
2
3
0
2
7
12
2
3
3
17
2
2
1
2
2
6
2
1
68
15
7
12
7
18
22
13
6
31
13
44
33
21
8
1
4
6
15
310
140
472
69
497
664
58
89
360
317
232
102
85
281
97
65
58
76
82
3
7
1
1
0
0
0
0
0
0
0
1
1
0
1
1
0
1
0
1
6
1
51
1
35
3
0
1
0
3
0
0
2
0
6
13
11
8
2
1
11
2
6
35
37
15
39
14
179
13
8
0
33
6
2
155
11
6
33
11
6
3
4
0
5
1
0
3
9
2
4
1
0
1
2
8
0
5
33
57
12
14
10
18
46
2
41
9
12
33
1
4
2
92
130
138
210
204
51
137
12
80
60
23
3
3
79
9
36
52
4
5
17
8
1
0
10
4
0
59
67
142
7
9
62
226
655
1
111
58
263
193
28
187
22
37
20
6
17
0
34
18
0
15
1407
74
142
6
6
0
73
0
452
2106
550
275
2
13
122
4
0
2
1
1
7
0
0
0
0
1
0
0
0
0
0
0
0
0
36
9
6
37
15
0
5
7
31
0
0
0
0
1
2
2
0
1
3
7
21
58
9
59
2
1
0
3
1
14
150
2
3
0
3
2
14
1
14
7
5
3
0
8
1
1
0
0
1
2
0
0
0
0
0
0
0
0
30
5
0
0
0
0
1
3
0
4
3
2
0
0
4
191
56
40
11
41
96
7
22
1
140
4
16
3
18
18
